id,text,label
8039,@jimcramer Hi Jim. As a new AAP member I see a lot of references in pieces on how great $amzn is. Your CT doesn't own it. How come?,Human
8040,$AMZN Folks it's pretty clear that there are some Buyers w/ deep pockets in here. WS Shorts & Bears are trying to fight but outgunned here.,Human
8041,"My point is not against $AMZN as much as it it to point out other retailers will not just lay down. They may be late, but its a long race.",Human
8042,Extreme #mixeduse #realestate project combines #officespace & #homelessshelter. Will $AMZN @amazon #Seattle set an example for #tech titans?,Human
8043,"$AMZN Looking at 1/2 the Vol of yesterday at this time. For a ""Panic Dump"", no one seems to be rushing to sell. #stocks #trading #investing",Human
8044,I have no idea abt their profit projections! (I know crazy) what I do know $amzn stopped competing in this space. Stock's been ripping since,Human
8045,"A large part of the reason I rarely stray from $AMZN is customer service. Anytime I've had prob, they fix it quickly no questions asked.",Human
8046,"Not for real. They've all been lying. ""Omni-channel"" w/ no investment. $AMZN had been spending billions. The mkt is worth spending for.",Human
8047,$AMZN After the Oil close Buying pause it should get interesting here. Really running out of sellers. #stocks #trading #investing,Human
8048,$AMZN anyone know why the shares are crashing in extended hours> Was there unfavorable news released? #stocks #trading #investing,Human
8049,#Amazon :Still Into a Major Weekly Uptrend Channel #Technical #pattern + At Resistance (grey Line) $AMZN #Trading #amzn #risk #stocks,Human
8050,"Long and strong. Cheap on EV/Sales and P/Sales, FCF relative to $AMZN at this point in lifecycle. You have any good valuation sentiment?",Human
8051,"Ordered 1 item from #Amazon & 1 from #Walmart on Sunday. Amazon's  arrived Tuesday. Walmart  supposed 2 b here Wednesday, but nothing! $AMZN",Human
8052,It has nothing to do with the hangers @jimcramer-it's the mentality of Terry/Jeff G-they never thought $AMZN was a threat-it's too late now!,Human
8053,"$AMZN Let it flush folks. It's obvious money will come here after the retail wreck, but let MM kill some options first. #stocks #investing",Human
8054,"""You can't invent and pioneer if you cannot accept failure. If you know in advance it's going to work, it's not an experiment."" -Bezos $AMZN",Human
8055,I wonder when $amzn will start selling shares of stock in publicly  traded companies and put the stock exchanges out of business?,Human
8056,..marketplace of spare storage..in 550 warehouses..better geographic coverage than Amazon...built for nothing vs.BB's spent by Amazon$AMZN,Human
8057,"AmericanRetail paying the price for 30yrs of overbuilding,overstaffed,over inventory,over everything by a little outfit called Amazon $AMZN",Human
8058,@MelissaLeeCNBC @RiskReversal @GuyAdami @mcuban gave you a little options action there guys!!  Didn't know it was Fri.  Sell $AMZN puts!!!,Human
8059,"3/ also partners and world wide reach. Something $AMZN is working on but could accelerate. Software biz is a fit so keep that, but what",Human
8060,"$AMZN, 20 yrs invest fulfillment, R&D & #CustomerCentricity , now #PoweredByNVIDIA #ai = @amazon @awscloud  #freecashflow @amazonprimenow",Human
8061,@CNBCClosingBell  on $AMZN. How ridiculous to think that entire mammoth of a company doesnt have a strong bench beneath @JeffBezos,Human
8062,"Seriously, Paul! $AMZN and @JeffBezos continue to redefine multiple industry segments. #cloud cc @Amazon @awscloud @mcuban @WarrenBuffett",Human
8063,Don't forget it is $AMZN that took the retailers to the woodshed in the real world-- so highly appropriate that is is the retail holding,Human
8064,"Dept stores don't know what customers want.$AMZN customer data analysis predicts customer wants. Jim Cramer, Squawk on the Street 5/12/17",Human
8065,I'd think $AMZN would find value in it to. The Alexa product line uses voice commands. The Music Genome Porject has years of data.,Human
8066,Has Amazon $AMZN put Alexa into automotive infotainment systems yet?  Would be extremely useful for hands free interaction @JeffBezos,Human
8067,Good post.I ignore trends after selling half my $AMZN 5 years ago. I believe in gorilla stocks with strong moats and brilliant leaders,Human
8068,$AMZN @amazon steps up #furnituresales. I hope the @FedEx @UPS @USPS drivers have strong backs for whopper packages left at your doorstep.,Human
8069,"$AMZN Has become way too large to fail now... Their marketing of products will soon shut down, and control the global retail markets...",Human
8070,"Same in Houston, the 2 I go to are always packed.  High margin business...how long until $AMZN enters? No worries until one hour shipping.",Human
8071,"Article is beyond offensive. ""Investor"" rides $AMZN to a 50% loss but now that the stock is at ATHighs he gets the worship article #sick",Human
8072,"Fair enough. Everyone has to live somewhere, is a concomitant concern. $AMZN just thinks it owns a 50-year (corporate) retail decline.",Human
8073,Will the disrupter $AMZN get disrupted? @Flexe finds spare warehouse space for merchants #ThinkDifferetly #PropTech @REITs_NAREIT @REITCafe,Human
8074,"Go BUY Shares of Amazon Now - recommended on December 20, $AMZN is with 25% gain since via /r/Stock_PicksGo BUY Shares of Amazon Now - re",Human
8075,"Congrats @JeffBezos & @amazon team on 20th anniv of IPO! Those who bought $AMZN on IPO are up 641x, 38% per year CAGR. And still only Day 1!",Human
8076,the Amazon IPO was twenty years ago todayany bids for my mint copy (other than my handwritten AMZN on the cover) of the prospectus?$AMZN,Human
8077,"rtclark: RT FrankQuattrone: Congrats JeffBezos & amazon team on 20th anniv of IPO! Those who bought $AMZN on IPO are up 641x, 38% per year ",Human
8078,"Fantastic new report out from @jpmorgan ""Retail vs AMZN."" Ecommerce still just 12.1% of US retail...long way to go  (long $AMZN)",Human
8079,"Do a search of XXX performers on here.  They use $amzn wishlists to get ""gifts"" that they resell online to avoid taxes.  Floods market.",Human
8080,"$AMZN: ""Amazon [plan to build four warehouses to help deliver bulky items like appliances and furniture and speed up delivery times]...""",Human
8081,"$AMZN: Amazon is expected to use more third-party logistic providers like XPO Logistics as it increases the push to deliver bulky items]...""",Human
8082,"Today, Amazon's a Wall Street darling, but its success wasn't certain. @engadget's @chrisvelazco explains how it adapted. #CheddarLIVE $AMZN",Human
8083,A great thing about index ETFs is that I now own $AMZN even though I wouldn't have had the courage to buy it as a single issue stock.,Human
8084,If you've had the S&P 500 since 2005 you have had exposure to $AMZN in your portfolio without needing to be a sociopath. #diversification,Human
8085,I happen to agree. I think this is one Co. that can give $AMZN a run for it. If they can get an app that's user friendly with shipping etc,Human
8086,ShitFund: Every company heading to IPO tries to maximize its value. Most never achieve $AMZN success so no one cares. An unbelievably tame ,Human
8087,"So if an electronics retailer can compete with $AMZN according to the market, there is a HUGE discrepancy (oversold conditions) in apparel.",Human
8088,"Thus, 3rd-party sellers on #Amazon won't have their tax position immediately impacted by $AMZN'S decision 2 collect #salestax. #ecommerce",Human
8089,So there is something wrong with  thesis that $AMZN is stealing ALL the on line market share.Its more like a small % of apparel..very small,Human
8090,$AMZN up for reasons greater than retail..like other sectors like @Quagmires pointed out like the Cloud. Retail story is WAY overexaggerated,Human
8091,Big gripe with $AMZN's destruction of the retail world: you have little recourse for bad service. They missed Mother's Day flower delivery.,Human
8092,Bespoke points out the $AMZN roller coaster ride. Can you tolerate frequent 20-80% losses without caving into fear and selling out? Unlikely,Human
8093,Happy 20th Bday $AMZN. It wasn't obvious then. I looked at it & saw a money-losing bookseller with no moat. But got a 2nd chance in 2006.,Human
8094,At 4pm ET: @stockx CEO @joshluber; @rkalember of @proofpoint; @BigCommerce on $AMZN 20 yr IPO anniversary; @baobabstudios #cheddarlive,Human
8095,"One of Amazon's strengths, @axios' @inafried says, is that it knows precisely when an area is ripe for innovation. #CheddarLIVE $AMZN",Human
8096,#Amazon stock $AMZN reaches 20 #year #anniversary since the #IPO.See the #Highs and #Lows above and below the #Closing #Line chart.,Human
8097,"438M -> 460B. 20 yrs. M(-ake) or B(-reak).What's the big deal in an 'Alphabet', says $AMZN!@JonErlichman makes one feel old (or young)!",Human
8098,Amazon only started growing its earnings once it got the cloud. Cloud has 20%+ margins. Retail is barely 2%. That was a game changer. $AMZN,Human
8099,"Amazon has built an incredibly loyal base with it's focus on low prices, fast & inexpensive shipping & overall customer satisfaction. $AMZN.",Human
8100,Margins only appear low -- because Bezos expenses the massive investments $AMZN makes in fulfillment and logistics. Prime video plus devices,Human
8101,"At this rate, $AMZN will be disrupting investment industry next...Who needs rec'd on stocks, bonds, hedge funds - when can own this stock",Human
8102,"Anything a certain weight/proportion size is best not shipped free according to $AMZN shipping algo. So I buy chicken feed, etc. locally",Human
8103,"When a similar percent of households have Prime & go to monthly religious services, it's kinda crazy $AMZN hasn't killed off more retailers",Human
8104,"I don't know, $amzn has never split out or disclosed demographics, but I would guess Prime subs skew towards higher income coastal elites.",Human
8105,#FakeNews @washingtonpost has now lost all credibility@potus should investigate $AMZN on possible monopoly just to stir the pot real good,Human
8106,Largest 5 S&P 500 companies - Average P/E of 60 and average YTD return of 20%...3/5 are tech (depending on how you count $AMZN) #stocks,Human
8107,"$amzn 5/10 ma turning flat is concerning yet still closed 2nd highest ever. ideally, see ascending triangle Tues before b/o on Wed/Thu.",Human
8108,"On a 100-year time span, $AMZN is easily the company I'm most bullish on, both from an innovation & business perspective. Just unstoppable.",Human
8109,@realDonaldTrump Today would be a good day to have the @TheJusticeDept announce they're looking into Bezos & $AMZN anti-trust behaviors.,Human
8110,Awesome job you guys are doing partnering with #amazon $AMZN for #video #streaming . @Briefingcom #stocks #money #technology @WSJ @Forbes,Human
8111,"There's Zappos, and then there's LivingSocial. @inc's @ZoeHenry details Amazon's not-quite-spotless acquisition record. #CheddarLIVE $AMZN",Human
8112,It's been interesting to watch $AMZN supremacy & the unrivaled genius of Bezos become the consensus view. What's the variant perception now?,Human
8113,"It appears that my computer's ""pencil"" was too thin in $AMZN. Always the danger in stops. But pays off over time more often than not.",Human
8114,"As I see the shear volume of $AMZN stories I think about listening in 1987 to Ed Brennan, then CEO of Sears, about its market position.",Human
8115,Gary Kohne has asked me to delay announcing anti-trust action on fake news WaPo affiliate $AMZN until GoldmenSax has a yuge short on. Smart!,Human
8116,Most of those DIVS are getting cut not because of $AMZN but because there's too many brands with no differentiation and selling same shit,Human
8117,Lol I wasn't even in this country at IPO. But the return on $AMZN is amazing. That's what I wanted to highlight on my tweet. Haha ,Human
8118,Just noticed this: $AMZN acquired Zappos for 1.2B in an all stock deal which is worth now 10ish billion dollars.Power of all stock mergers.,Human
8119,$AMZN is one of those things high odds we pop higher on the next trading day one can hold the options or exit and buy the power over 970,Human
8120,It should would be contrarian to buy brick and mortar retail.  Bezos's WaPo bringing antitrust heat on $AMZN would be a hell of a catalyst,Human
8121,"IBD is making an interesting point: Amazon has a net deflationary impact on the economy, eliminating competition &keeping prices low. $AMZN",Human
8122,@AmazonHelp How can I help you? $AMZN system & code is headed for an iceberg. It is full of huge errors and you're choking. I'll DM my cell,Human
8123,"I'll only talk to Jeff. It can be a conference call, with his systems  engineers online. Mark my words, unaddressed $AMZN is going ",Human
8124,Thanks for reply. I don't see it but I guess you are betting on Musk similar to the way early $AMZN holders have won on Bezos w AWS,Human
8125,"U r correct to a point StkQ. But, u need to realize that $AMZN has mastered the 'getting them in the store' virtually. Hard to beat.",Human
8126,"$amzn early success was in no small part due to not collecting sales taxes. Locally, that's a 10% cost advantage that no longer exists.",Human
8127,"States missed yrs of sales taxes from $amzn, helping it grow to now cost themselves 1000s of store retail jobs. Adding insult to ignorance.",Human
8128,"$AMZN's move into pharmacy sector is bad news for CVS, Walgreens, but possibly good news for anyone Rx'd an old, easy-to-manufacture generic",Human
8129,"Tough times ahead for #retail #stocks, shifts in #consumer behavior to online and competition like $AMZN moving in #ASX200 #ausbiz",Human
8130,If I was @realDonaldTrump I would use this as a segue to talk/tweet antitrust issues with $AMZN in light of WaPo biased coverage.,Human
8131,Surprised $AMZN doesn't already distribute #Rx. Strengths: delivery (#PillPack etc lose margin here) + logistics + customer relationship,Human
8132,Amazon really striving for that living room dominance with new line of Fire TVs. Hardware has been voice OS Trojan horse all along $AMZN,Human
8133,I was telling folks - only matter of time. 20-35% of costs of drugs in pharmacy/distribution/PBM. Could $AMZN cut that to 5-10%?,Human
8134,$AMZN for #prescriptions ? They were late; now have cancelled this months protein bar subscription - #Imagine that was #heart medication!,Human
8135,$AMZN is hiring a business lead to figure out how the company can break into the multibillion-dollar pharmacy market #stocks #investing,Human
8136,Alibaba has faced huge push back from traditional players in China's Rx distribution chain. I wonder how $AMZN would fare in the US?,Human
8137,Wonder how many hedgies are cultivating stories hand-made for reporters detailing $AMZN entry into industry of their short positions?,Human
8138,"Peeps also forget for manufacturers or suppliers doing well, assisting or supplying $AMZN is their last desire. Branded pharma? Ain't sellin",Human
8139,My bet is $AMZN could and will.  Adopt a model of DrugCo to Pt/Hosp w/ small markup and pricing transparency. Embed PBM services to firms.,Human
8140,"VC @fredwilson feels $AMZN is one of most disruptive protected tech cos -- they've built very diverse businesses, esp. AWS #TechonomyNYC",Human
8141,"Watching @SquawkStreet. Jim Cramer is a smart dude, but using Comey-like events to rationalize selling $AMZN makes....No Sense Whatsoever.",Human
8142,"$AMZN: ""Amazon [is hiring a business lead to figure out how the company can break into the multibillion-dollar pharmacy market]...""",Human
8143,I have a buddy who got a high level job offer from $AMZN in their web services department.  Same type of deal with the stock options,Human
8144,@carlquintanilla rumor has it that Prof Galloway gets compensation from $AMZN - can you ask about this; need full disclosure @jonfortt,Human
8145,Thinking about this more today. Seems a natural extension of $AMZN's desire to cut out consumer friction by becoming single middleperson.,Human
8146,"Does $AMZN most likely step in competing w segments - pharmacies, PBMs, distributors - or upend whole model & compete w entire supply chain?",Human
8147,"In #precisionmedicine ppl talk about needing to gather personal information to inform models, tailored treatments. $AMZN will have lots.",Human
8148,"Intel bought Nirvanisis.Nirvanisis had core patents around ""excellent TPU architecture""& $amzn has a deal with Intel for firsties #GoogleIO",Human
8149,"Unless they have super secret patents,they are trying to make a run on $amzn with worse,more costly tech that's hard to customize #GoogleIO",Human
8150,#retail #US experiencing deepest crisis in decades. $AMZN has no stores and fewer employees...and gaining against all of them combined!,Human
8151,#retail brick and mortar examples of crisis #employment #RealEstate big implications coming #US $AMZN and consumers sole winners,Human
8152,"#Amazon is hiring a business lead to figure out how the company can break into the multibillion-dollar pharmacy market, CNBC reports $AMZN",Human
8153,"Which will utterly kill brick and mortar retail. Govs will take action once the job losses start, $AMZN will be hit by antitrust. EU first.",Human
8154,The real reason for the sell off is weak brick & mortar retail sales = job losses. Retail with the exception of $AMZN & the like is abysmal.,Human
8155,Every time over the last 3 years I come out & take profit it shortly pumps up & I have 2 buy higher.U should say hold $AMZN don't trade it ,Human
8156,"Wage growth - $AMZN not going 2 help retail, media not great, banks up for a hiding, mining not great...where were tech startup wage growth?",Human
8157,4/ Article again highlights widely acclaimed logistical capabilities of $AMZN and willingness to experiment- both needed for success in Rx,Human
8158,This reminds me of times I lived in LA and plans were announced for tap coke. Riots and earthquakes followed. You know what I mean $AMZN,Human
8159,"$AMZN, WCall me cray... go ahead. No fucks given. I see what I see. Parabolic curve look. Into the 1.618 on both weekly & daily.",Human
8160,$AMZN has a similar intra-day range as y'day. I like long above or short below for a trade. I think it's going to be choppy for a bit.,Human
8161,@McLoven again they will be fought by the medical community and big Pharma. But with partnership possibly from $AMZN it could happen,Human
8162,"""I personally know of several sellers who have been reimbursed for tens of thousands of dollars in inventory $AMZN lost, no questions asked""",Human
8163,But $amzn is really just financial engineering. Bezos figured out how to price below the market via non-traditional financing sources.,Human
8164,"If $amzn growth ever slows, or god forbid, stops or goes negative. Be afraid. Very afraid. Cash returned to vendors and dilution multiplies.",Human
8165,"this is so bugged out!!! I saw the UPS #drone on the news a few months back, now $AMZN has completed its 1st #successful delivery",Human
8166,"$amzn strong bounce off the bottom of cloud on hourly chart. running inverted H&S. 954.6 key to hold. IF break 970 again, will see HUGE b/o.",Human
8167,Thank you @ZevinAssetMgmt for consistently bringing attn to this issue I've already #VoteYourProxies & hope all $amzn #shareholders will too,Human
8168,Seems like straight line between Bezo's success w @washingtonpost &interest in doc content for $AMZN. We stream more than one provider.GLTU,Human
8169,"$AMZN up 49,000% (36% p.a. compounded) since IPO 20 years ago, but its been a wild ride. Very few would have had discipline to buy and hold.",Human
8170,"Markets acting great off the lows. Hard to get long, but not getting short. Have to manage $AMZN. Rest in good standing. #trading #markets",Human
8171,exiting out of $AMZN 870-890 call spreads and 910-940 call spreads on expiration today.. lost a few at 19.99 on the deeper spread.. 20%-100%,Human
8172,Retail #apparel price trends aren't fashion related or $AMZN related but motivated by #global demographic demand and productivity shifts.,Human
8173,"What's the term for someone who's able to hold on to a stock like $AMZN, through the ups & downs, for the long term? It's beyond patience...",Human
8174,"This particular morning, it cost me big.  Couldn't close a short call position in $AMZN. I it doesn't recoop losses from options pinning...",Human
8175,Chart of the Equal-weight Consumer Discretionary vs Cap-weighted Consumer Discretionary looks like an upside down chart of Amazon $AMZN lol,Human
8176,Why is it that many #Kindle editions of books on @Amazon cost are now costing more than the hardback or paperback editions? #amazon $AMZN,Human
8177,"Despite difficulty/risk in trading $AMZN, temptation 2 trade short side is that there is no 1 stk could is a more crowded trade. Have no pos",Human
8178,They are opening an #Amazon book store at the new Century City mall. I'm trying to reconcile this. #retail #malls & #Amazon $amzn,Human
8179,I'm going to drive to a mall to get a book from Amazon. Maybe too much time on #blueorigion Which is the new strain at the #dispensary $amzn,Human
8180,"Let me know if you fig it out. I'm not opposed to the idea, just perplexed by it in a over retailed, malled $AMZN eating retails lunch POV.",Human
8181,"Everything worked out well.  Im almost thankful to Optionshouse that I still had $AMZN calls open. New ATH, closed them out for a nice gain.",Human
8182,I seriously buy almost everything on $AMZN now. I only go to stores when I need to try something or need it immediately like a tooth brush.,Human
8183,"Only about 4 per cent of Canada`s primary household shoppers were Prime members as of May 2016, compared with 37 per cent in the U.S. $AMZN",Human
8184,"$AMZN over 2 decades (via @ranimolla) - shocking, u could have skipped whole first decade & lost nothing, but if u skipped the 2nd decade...",Human
8185,"Amazon takes on Google & Facebook 'Amazon is playing a different game, knows exactly what u bought & what u will buy' @tkawaja #dms17 $amzn",Human
8186,"$AMZN For a moment I thought #Amazon might actually have a red day. Silly me, that's illegal now I think.... #stockmarket #stocks #investing",Human
8187,"@CMMikeOBrien: If it wanted, $AMZN could make things right NOW, for all employees and subcontracted workers. #AmazonCanDoBetter",Human
8188,Just left Amazon's 1st bookstore in NY with a Kindle which I've wanted for a while but never wanted to order online for some reason $AMZN,Human
8189,Not 1 SELL rec on the street for $AMZN. 1) WS biz model still favors positive research2) Sell side opinions do not drive stock prices.,Human
8190,I was kind of in shock. I don't even get handwritten notes from Bergdorf's. I will be shopping at Jet again. Much better prices than $AMZN,Human
8191,"I don't get handwritten notes from anybody. Not even family.  $AMZN is hooked on people who have 5 seconds to order ""something."" Seldom me.",Human
8192,$AMZN will have its own PBM.Betcha its fixed cost for services not % based and pills won't be dispnsd like candy.Emps won't be addicts.,Human
8193,Great use of online gathered data to provide a great store shopping experience #purchasewithconfidence #ease #clicksmeetsbricks $amzn,Human
8194,"If put 1k each in 100 stocks, 99 went bankrupt, and one was $AMZN still way ahead. Buying losers is < problem than not holding onto winners.",Human
8195,Amazon's physical book store will be a success. Easy to plan product matrix with all the geo-specific dot com sales data they have.$AMZN,Human
8196,And I get that weather matters. But it`s not something management can control. Treat it the way $AMZN treats econ questions. Just grunt.,Human
8197,Man I ain't going to Seattle 'less you convince $AMZN to take me on as a behavioral scientist on a competing biz to #ElonMusk machine brain,Human
8198,$AMZN opens another bookstore. something tells me clothing will not be far behind. always prudent to try on clothes before you buy.,Human
8199,"He could be right, but then again there are people who called $AMZN a ponzi in since 1998 or 1999 and they were wrong all along.",Human
8200,"Just noticed something very rare and interesting on Amazon's chart $AMZN;  if it remains (TBD), will most likely cover in weekly video.",Human
8201,Seattle trip was amazing. Our heads still buzzing at $AMZN scale and the things they are working on. Gotta see it to believe it.  @danconway,Human
8202,"$AMZN: ""Amazon [is expanding Channels to UK, Germany, allows members to subscribe to streaming services on an individual, monthly basis]...""",Human
8203,"""Once we had things called books,some samples of which are on display here. Ouch. $AMZN physical bookstore is dud, says @barronstechblog.",Human
8204,"Another ""never mind the gap"" story: $AMZN's  Q2  EPS expectations r down 24.7%   for last 30 days, while Price is  up 8%. Re-rated. P/E up:)",Human
8205,"Crazy #Amazon AUTO signs free trials & downloads, sends email, & U get warned about getting billed if not canceled. WASN'T MY CHOICE! $AMZN",Human
8206,New Amazon NYC store opens today. Time Warner Center. Building where I work. I'll check out later & tweet some photos/share thoughts. $AMZN,Human
8207,@SquawkCNBC @BeckyQuick @andrewrsorkin @TheJusticeDept These $AMZN stores proves that Bezos is NOW the Rockefeller of retail - SHERMAN ACT!,Human
8208,#Amazon :Broke Major Daily Uptrend Trendline Resistance #Technical #pattern (blue) Bulls need to protect$AMZN #Trading #amzn #risk #stocks,Human
8209,$AMZN Amazon to Release Steven Soderbergh's New Film Logan Lucky on Prime Video During Its Exclusive US StreaFrom our Stock News Alerts App,Human
8210,@cvpayne @Varneyco These $AMZN stores proves that Bezos is NOW the Rockefeller of retail - SHERMAN ACT!@AGJeffBSessions @TheJusticeDept,Human
8211,"$AMZN fwiw just came from Time Warner Center. This is not Borders or H&M location. 3rd Fl much smaller, worse location - Just Brand Advert",Human
8212,All retail is NOT dead. If brick and mortar were dead $AMZN wouldn't be opening stores. Duh.Broken thesis.Excellent opportunities in retail,Human
8213,@CNBC $amzn has huge potential to grow general merch sales. Most categories resemble a flea market. Example - Shop 150 toasters. #confusion,Human
8214,"$AMZN Sold my weekly calls have a few Jun 2 1Ks, its outside the bollinger band very overbought here, careful tomorrow could see a reversal",Human
8215,"$AMZN is an expirement in financial engineering as a business strategy. Pay vendors in 90 days, collect immediately. New business is",Human
8216,$amzn needs no capital because it doesn't use the traditional institutional sources. Doesn't raise equity or (much) debt from institutions.,Human
8217,Funny thing is $amzn ultimately relies on institutions for funding. 5 million shares if stock comp/yr is tolerated because of the valuation.,Human
8218,"We've called $AMZN Gammazon ever since it got above 400. Most amazing company, stock and shareholder base. Trillion dollar market cap.",Human
8219,Fair point on indirect CAC being fairly expensive. And great point on wealthier demos. $AMZN should consider making experience more high end,Human
8220,Or under investigation for anti-competitive practices. If it isn't already. No CEO has destroyed more jobs than Jeff Bezos. $amzn,Human
8221,"$AMZN as long as Bezos continues to under promise and over deliver, the stock will remain free of risk. #stocks #trade #investing",Human
8222,$AMZN about to hit 4 digits. Will that be THE top? NQ continuing at highs... Drop today didn't make it past 2 hours from the top...,Human
8223,Sorry! Haven't had lunch yet because I was writing story about -- $AMZN. I'm going to have to wait until tomorrow to check out & tweet pics.,Human
8224,"15. As $AMZN becomes even more ubiquitous, they'll be able to sidestep FB and GOOG as a portal. Don't think for a second Bezos isn't on this",Human
8225,"There's only ONE person who ""bought"" $AMZN in 1985(or whatever the date is) and still holding to be a Mega-Gazzillionaire : Jeff Bezoz !!!",Human
8226,"$AMZN  Interesting analysis on @CNBC  power lunch, that most of /@amazon  wealth is concentrated with Jeff Bezos. Weird. Does he donate",Human
8227,"""Amazon is our best short idea. Its market cap exceeds the entire value of US booksellers."" - Lecture in MBA class '96 or '98. $AMZN",Human
8228,"$AMZN In about 20 years 10 corporations along side the Central banks will run the world, AMZN will be one of them, it will be a shit world.",Human
8229,It's money that $amzn doesn't have to pay employees as compensation. RSUs instead of cash. And it's added back on the cash flow statement.,Human
8230,Just something is wrong when we allow $AMZN to drive biz OUT of biz - Borders - then use that location to open ur own store. Sherman Act!!!!,Human
8231,Investment Thesis: when you can buy a washing machine on $AMZN with free shipping and installation it's time to sell short. #ShortSeller,Human
8232,$AMZN #Amazontoday's H=999.00VZBOXER BLUE LINE at 84CRSI 92144dma 836377dma 742SQZMOM white bars in good shape11/14/16 Pivot L=710,Human
8233,"Seems like yesterday. A few #WallStreet analysts recognized $AMZN's potential but you were first re magnitude - Nice call, Henry!",Human
8234,"Zero allocation to SBC in AWS #s and little disclosure of lease allocations. If numbers is real, $amzn retail is worse than anyone imagined.",Human
8235,$AMZN Attention short sellers with too much money! - Amazon breaking above weekly rising triangle resistance & RSI back in overbought zone.,Human
8236,$amzn why is valuation so crazy? Growth real and sustainable for the long term at marginal  profit and cash flow. Problem- bad investment!,Human
8237,"Malice, not hubris, is necessary for #ponzi schemes... growth at all costs common strategy in new economy #Uber #Magellan you're long $AMZN",Human
8238,@dharvey4 I don't own $AMZN ... So I don't have an intimate knowledge of the Technical Analysis. Unsually big round numbers are resistance,Human
8239,"@moe_u ask me when I sold my $AMZN 985c and PCLN 1840c.  I held those same calls you had Thursday morning, because I had conviction w/char",Human
8240,$AMZN I'd expect to see it keep growing slow and steady. The only dips you'll see there is when the entre market is having a bad day #stocks,Human
8241,What is the value of vesting $AMZN shares as a % of OCF? EBITDA? Cash balance?Amazon is an expert at non-traditional capital raises.,Human
8242,"$AMZN opens 2 grocery pickup kiosks in Seattle. ""AmazonFresh Pickup spots, buy groceries online & pick-up in as little as 15 mins",Human
8243,"@carlquintanilla We've been calling $AMZN Gammazon - long calls always pay. Would be nice to use Gammazon on air, get it trending.",Human
8244,Failed at 1000 yest because of the 5700 weekly contracts. $AMZN goes back to 960 and market makers keep all the weekly premium they sold.,Human
8245,"Interesting action in $AMZN yest at new all-time highs. Many #sellers at 999, 1000 and adding, #algo on best ask pushing price down. #AMZN",Human
8246,"Chest trying for 1K again today. If the back-off is mild once it`s achieved, she could keep going. Watching for a potential overshoot. $AMZN",Human
8247,"Someone I found on LinkedIn spoke with me for 30 min to discuss former employer, great info. Want to say thanks. $AMZN gift card? How much?",Human
8248,"""I think over time, it probably will be."" - Piper's Olson, on whether A.I. will be bigger shift than desktop-to -mobile. @CNBC $AMZN",Human
8249,I invented the #1000Derby just to distract myself so I wouldn't sell $AMZN early. It's really only tolerable if you wager on it somehow.,Human
8250,Gotta have some skin in the game! I sold puts when I heard @realmarkcuban say that he had sold $AMZN puts earlier that day.BTC yest.,Human
8251,"Nah, on second thought let's hold these horses back and wait a couple wks to ride them on actual Belmont wk. @CNBC doing too much $AMZN 1k.",Human
8252,"@jlebenthal @jonnajarian $AMZN will break when @TheJusticeDept answers:John D. Rockefeller is to Standard Oil,as Jeff Bezos is to ______?",Human
8253,What if the fact that $AMZN doesn't make any money is a feature and not a bug of the biz model? What's wrong with a publicly owned nonprofit,Human
8254,"More and more of my $AMZN packages are delivered by regular people, not UPS. I'm guessing Prime drivers who are slow? Interesting concept.",Human
8255,My mother-in-law is listening to @waitwait and the current quiz is honest to god an ad for $AMZN prime. I can't. I quit the world.,Human
8256,"@karaswisher books are just bait, $AMZN is collecting behavioral data on shoppers via machine vision and ai. Monolith needs models.",Human
8257,And services they built on AWS.  Checkout $amzn chime and amzn connect.  Both will be disruptive forces in conferencing and contact center,Human
8258,Outlet Mall by my house on Memorial Day weekend & it's 75 & sunny. I had to park in BFE. Retail is dead! Long live retail! $AMZN,Human
8259,A lot more than hedging has to happen to make investors net negative on $AMZN...It's up almost 40% since mid -November.  Hedging is natural,Human
8260,"Do not use Amazon anyone folks. They have decided to use a cheap  AMZL US, Tracking that is hosed up. $AMZN. I intend to bash them hard",Human
8261,"I know u trying to do your job, but this is canned response. U cant track AMZL, $AMZN  Corp deliberately does this to hide cheap shipping",Human
8262,$AMZN is cleaning up on the baby and wedding registry industry. Invitations now include Amazon registered info for super easy gifting.,Human
8263,"The @USPS delivers on Sundays & holidays but only for $AMZN. Is this as radical as it seems, a govt agency offering a private contract?",Human
8264,Physical matters because e-commerce is still under 10% of total retail sales on an adjusted basis while $AMZN accounts for 43% of online.,Human
8265,2 data points are simply not enough to predict this market will crash ... but always have an apocalypse list ready for PUTS / SHORTS $AMZN,Human
8266,"This is so ridiculously wrong. technology, supply chain (and components thereof), consumer data, etc all make $AMZN extremely unique.",Human
8267,All paper money though; @JeffBezos's best option is to sell naked puts on $AMZN at least equivalent to his own shareholding or even more,Human
8268,Is that a fair comparison? What products do compare against the value of prime? (Which is uniquely enabled by $AMZN's biz model) cc @blakeir,Human
8269,Is this investing or praying? Adding billions in market cap a day seems like a company specific bubble to me $AMZN @jimcramer @BrianSozzi,Human
8270,$AMZN no doubt amazing but still trading 149x forward earnings w/478B cap? Forward PEG 2.3? Larger than all other major retailers combined.,Human
8271,Amazon's free cash flow and balance sheet health phenomenal. Stock still very pricey. Mid-cycle margin too difficult to forecast. $AMZN,Human
